0 	0.5 	
1 	0.0 	
2 	0.0 	
3 	0.0 	
4 	0.0 	
5 	0.0 	
6 	0.0 	
7 	0.0 	
8 	0.0 	
9 	0.0 	
10 	0.0 	
11 	0.0 	
12 	0.0 	
13 	0.0 	
14 	0.0 	
15 	0.0 	
16 	0.0 	
17 	0.0 	
18 	0.0 	
19 	0.0 	
20 	0.0 	
21 	0.0 	
22 	0.0 	
23 	0.0 	
24 	0.0 	
25 	0.0 	
26 	0.0 	
27 	0.0 	
28 	0.0 	
29 	0.0 	
30 	0.0 	
31 	0.0 	
32 	0.0 	
33 	0.0 	
34 	0.0 	
35 	0.0 	
36 	0.0 	
37 	0.0 	
38 	0.0 	
39 	0.0 	
40 	0.0 	
41 	0.0 	
42 	0.0 	
43 	0.0 	
44 	0.0 	
45 	0.0 	
46 	0.0 	
47 	0.0 	
48 	0.0 	
49 	0.0 	
50 	0.0 	
51 	0.0 	
52 	0.0 	
53 	0.0 	
54 	0.0 	
55 	0.0 	
56 	0.0 	
57 	0.0 	
58 	0.0 	
59 	0.0 	
60 	0.0 	
61 	0.0 	
62 	0.0 	
63 	0.0 	
64 	0.0 	
65 	0.0 	
66 	0.0 	
67 	0.0 	
68 	0.0 	
69 	0.0 	


0 	0.5 	
1 	0.00025 	
2 	2.499375e-07 	
3 	2.499374375312461e-10 	
4 	2.499374374687774e-13 	
5 	2.4993743746871495e-16 	
6 	2.499374374687149e-19 	
7 	2.499374374687149e-22 	
8 	2.499374374687149e-25 	
9 	2.499374374687149e-28 	
10 	2.4993743746871492e-31 	
11 	2.4993743746871495e-34 	
12 	2.4993743746871496e-37 	
13 	2.4993743746871497e-40 	
14 	2.4993743746871497e-43 	
15 	2.4993743746871496e-46 	
16 	2.4993743746871497e-49 	
17 	2.49937437468715e-52 	
18 	2.49937437468715e-55 	
19 	2.49937437468715e-58 	
20 	2.49937437468715e-61 	
21 	2.4993743746871502e-64 	
22 	2.49937437468715e-67 	
23 	2.49937437468715e-70 	
24 	2.49937437468715e-73 	
25 	2.49937437468715e-76 	
26 	2.4993743746871502e-79 	
27 	2.4993743746871503e-82 	
28 	2.4993743746871504e-85 	
29 	2.4993743746871505e-88 	
30 	2.4993743746871505e-91 	
31 	2.4993743746871506e-94 	
32 	2.4993743746871507e-97 	
33 	2.499374374687151e-100 	
34 	2.499374374687151e-103 	
35 	2.499374374687151e-106 	
36 	2.499374374687151e-109 	
37 	2.4993743746871507e-112 	
38 	2.4993743746871507e-115 	
39 	2.499374374687151e-118 	
40 	2.499374374687151e-121 	
41 	2.499374374687151e-124 	
42 	2.4993743746871513e-127 	
43 	2.4993743746871516e-130 	
44 	2.4993743746871516e-133 	
45 	2.4993743746871517e-136 	
46 	2.499374374687152e-139 	
47 	2.499374374687152e-142 	
48 	2.4993743746871522e-145 	
