0 	0.5 	
1 	0.0 	
2 	0.0 	
3 	0.0 	
4 	0.0 	
5 	0.0 	
6 	0.0 	
7 	0.0 	
8 	0.0 	
9 	0.0 	
10 	0.0 	
11 	0.0 	
12 	0.0 	
13 	0.0 	
14 	0.0 	
15 	0.0 	
16 	0.0 	
17 	0.0 	
18 	0.0 	
19 	0.0 	
20 	0.0 	
21 	0.0 	
22 	0.0 	
23 	0.0 	
24 	0.0 	
25 	0.0 	
26 	0.0 	
27 	0.0 	
28 	0.0 	
29 	0.0 	
30 	0.0 	
31 	0.0 	
32 	0.0 	
33 	0.0 	
34 	0.0 	
35 	0.0 	
36 	0.0 	
37 	0.0 	
38 	0.0 	
39 	0.0 	
40 	0.0 	
41 	0.0 	
42 	0.0 	
43 	0.0 	
44 	0.0 	
45 	0.0 	
46 	0.0 	
47 	0.0 	
48 	0.0 	
49 	0.0 	
50 	0.0 	
51 	0.0 	
52 	0.0 	
53 	0.0 	
54 	0.0 	
55 	0.0 	
56 	0.0 	
57 	0.0 	
58 	0.0 	
59 	0.0 	
60 	0.0 	
61 	0.0 	
62 	0.0 	
63 	0.0 	
64 	0.0 	
65 	0.0 	
66 	0.0 	
67 	0.0 	
68 	0.0 	
69 	0.0 	
70 	0.0 	
71 	0.0 	
72 	0.0 	
73 	0.0 	
74 	0.0 	
75 	0.0 	
76 	0.0 	
77 	0.0 	
78 	0.0 	
79 	0.0 	
80 	0.0 	
81 	0.0 	
82 	0.0 	
83 	0.0 	
84 	0.0 	
85 	0.0 	
86 	0.0 	
87 	0.0 	
88 	0.0 	
89 	0.0 	
90 	0.0 	
91 	0.0 	
92 	0.0 	
93 	0.0 	
94 	0.0 	
95 	0.0 	
96 	0.0 	
97 	0.0 	
98 	0.0 	
99 	0.0 	


0 	0.5 	
1 	0.0025 	
2 	2.4937500000000003e-05 	
3 	2.4936878121093756e-07 	
4 	2.4936871902614854e-09 	
5 	2.4936871840430097e-11 	
6 	2.4936871839808256e-13 	
7 	2.493687183980204e-15 	
8 	2.4936871839801976e-17 	
9 	2.4936871839801975e-19 	
10 	2.4936871839801974e-21 	
11 	2.4936871839801974e-23 	
12 	2.493687183980197e-25 	
13 	2.4936871839801973e-27 	
14 	2.4936871839801974e-29 	
15 	2.4936871839801975e-31 	
16 	2.4936871839801977e-33 	
17 	2.493687183980198e-35 	
18 	2.4936871839801978e-37 	
19 	2.4936871839801978e-39 	
20 	2.493687183980198e-41 	
21 	2.493687183980198e-43 	
22 	2.493687183980198e-45 	
23 	2.493687183980198e-47 	
24 	2.493687183980198e-49 	
25 	2.4936871839801982e-51 	
26 	2.4936871839801983e-53 	
27 	2.4936871839801984e-55 	
28 	2.4936871839801985e-57 	
29 	2.4936871839801983e-59 	
30 	2.4936871839801986e-61 	
31 	2.4936871839801985e-63 	
